,yellow,bell,scaly,edible,free,closed,grasses,convex,meadows,white,smooth,flat,fibrous,crowded,brown,gray,sunken,urban,paths,woods
M26,0.0,0.0,0.0,0.010605824193411191,0.010605824193411191,0.01225635558351081,0.5447269148227022,0.09545241774070069,0.0,0.2610821307730112,0.06527053269325278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M16,0.0,0.0,0.0041757631473492785,0.0008734950733683582,0.0008734950733683582,0.001009432744161309,0.0,0.007861455660315222,0.0,0.0,0.0,0.0,0.0,0.0,0.5814332606369139,0.0,0.0,0.0,0.4037730976645235,0.0
M17,0.002349796316602421,0.0,0.0,0.0010687824241550224,0.0010687824241550224,0.0,0.0,0.00961904181739519,0.0,0.0,0.0,0.0,0.05489385284062874,0.21957541136251504,0.0,0.0,0.0,0.0,0.0,0.7114243328145486
M21,0.0972420449044427,0.0,0.0,0.044229615881360915,0.044229615881360915,0.05111284985289771,0.0,0.39806654293224814,0.09292072186361912,0.0,0.2721986086840705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M25,0.0,0.0,0.00651353065943012,0.0013625142855282896,0.0013625142855282896,0.0015745555712136298,0.06998024760949459,0.012262628569754602,0.0,0.0,0.0,0.0,0.0,0.0,0.9069440090190506,0.0,0.0,0.0,0.0,0.0
M22,0.0,0.0,0.05145098173870317,0.010762626490741294,0.010762626490741294,0.012437560238362908,0.552780455038351,0.09686363841667162,0.0,0.26494211158642866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M14,0.0,0.0,0.0,0.0005269403075526603,0.0005269403075526603,0.000608945392915543,0.0,0.0,0.0,0.0,0.0,0.5480508536239885,0.027064239685135223,0.0,0.35075254631935276,0.0,0.0,0.0724695343635026,0.0,0.0
M19,0.004567185104711878,0.0,0.009930773932078191,0.002077340547897615,0.002077340547897615,0.002400626670664179,0.0,0.01869606493107851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9602506682656721,0.0
M24,0.0014536527931374658,0.0,0.003160786553075976,0.0006611800968245587,0.0006611800968245587,0.0007640762493928807,0.0,0.0,0.0,0.0,0.0,0.6876686244535924,0.0,0.0,0.0,0.0,0.0,0.0,0.30563049975715223,0.0
M3,0.0,0.0,0.0,0.002430200408715689,0.002430200408715689,0.0,0.12481779321431402,0.021871803678441194,0.0,0.0,0.014955978181005086,0.0,0.0,0.4992711728572566,0.0,0.3342228512515517,0.0,0.0,0.0,0.0
M13,0.0,0.0,0.10950968222367741,0.022907469732625526,0.022907469732625526,0.026472444709765376,0.0,0.20616722759362968,0.048125641184272365,0.5639100648234041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M20,0.0,0.0,0.0,0.0011538208651136546,0.0011538208651136546,0.0013333842372469673,0.0,0.01038438778602289,0.0,0.0,0.0,0.0,0.059261521655420715,0.0,0.768029320654253,0.0,0.0,0.15868374393682907,0.0,0.0
M15,0.0024690938837644174,0.0,0.0,0.0011230437837998247,0.0011230437837998247,0.0,0.0,0.010107394054198419,0.0,0.0,0.0069114539963804995,0.0,0.0,0.2307231062495418,0.0,0.0,0.0,0.0,0.0,0.7475428642485152
M28,0.0,0.035320728601730474,0.0,0.011310868500608237,0.011310868500608237,0.013071122411015396,0.5809387738229059,0.0,0.0,0.2784381105305053,0.06960952763262632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M27,0.0,0.0,0.0,0.0006721522841546929,0.0006721522841546929,0.0,0.034522488150056284,0.0,0.0,0.0,0.0,0.6990803850386401,0.034522488150056284,0.13808995260022527,0.0,0.09244038149271272,0.0,0.0,0.0,0.0
